time,level,setpoint,inflow,error
0.0,30.0,50.0,3.4,20.0
1.0,32.91161794519106,50.0,2.3050249493175197,17.08838205480894
2.0,34.75217931518716,50.0,2.4794780547739146,15.247820684812837
3.0,36.722172675117534,50.0,2.5415636657818133,13.277827324882466
4.0,38.788009259889925,50.0,2.5544276608646745,11.211990740110075
5.0,40.7849335367817,50.0,2.542482177833894,9.2150664632183
6.0,42.853198599566234,50.0,2.4750246602694776,7.146801400433766
7.0,44.87208352866395,50.0,2.378163503470768,5.12791647133605
8.0,46.74758478814255,50.0,2.262830865241013,3.2524152118574534
9.0,48.56589593362841,50.0,2.1125413377194953,1.4341040663715887
10.0,50.14980797265588,50.0,1.9628739296865512,-0.14980797265587853
11.0,51.60531108304359,50.0,1.7916378434188964,-1.6053110830435884
12.0,52.8214863981319,50.0,1.6255569737123963,-2.8214863981319027
13.0,53.96497727875061,50.0,1.4355425617989939,-3.9649772787506095
14.0,54.896583719601274,50.0,1.2550444653103041,-4.896583719601274
15.0,55.586296999602,50.0,1.0864418553606887,-5.586296999601998
16.0,56.17085376854699,50.0,0.9098269286480362,-6.170853768546991
17.0,56.51171532717437,50.0,0.7576912267576912,-6.511715327174372
18.0,56.80281698292968,50.0,0.5950127166671707,-6.802816982929677
19.0,56.850113053373285,50.0,0.46547112782092914,-6.850113053373285
20.0,56.79779832917417,50.0,0.3397271733894933,-6.797798329174171
21.0,56.613644325687446,50.0,0.23246165118879736,-6.613644325687446
22.0,56.3270027506303,50.0,0.1397101322604271,-6.3270027506302995
23.0,56.00160945287899,50.0,0.054154859112686735,-6.001609452878988
24.0,55.50719756960643,50.0,0.0019030253238758073,-5.507197569606433
25.0,55.055115359564596,50.0,0.0,-5.055115359564596
26.0,54.58010391963821,50.0,0.0,-4.580103919638212
27.0,54.16623419016042,50.0,0.0,-4.1662341901604165
28.0,53.69050990677406,50.0,0.0,-3.6905099067740608
29.0,53.1344232496013,50.0,0.0,-3.134423249601298
30.0,52.628120348883286,50.0,0.0,-2.628120348883286
31.0,52.051110800485866,50.0,0.0202140712139951,-2.0511108004858656
32.0,51.53541279364769,50.0,0.03801003894689715,-1.5354127936476871
33.0,51.06944146756242,50.0,0.060732008166529836,-1.0694414675624202
34.0,50.730887831120036,50.0,0.07359873070622341,-0.730887831120036
35.0,50.30923439198415,50.0,0.11373437691480441,-0.30923439198414826
36.0,49.91539657751714,50.0,0.15341944557771797,0.08460342248285713
37.0,49.61410304584971,50.0,0.18663952368748846,0.38589695415029013
38.0,49.295343056584265,50.0,0.2334819843622482,0.7046569434157348
39.0,49.09871049800176,50.0,0.26506465872631696,0.9012895019982423
40.0,48.92183751829586,50.0,0.30332722738715906,1.0781624817041404
41.0,48.724087735633574,50.0,0.3496642910885355,1.2759122643664256
42.0,48.51824454177324,50.0,0.40028839019900614,1.4817554582267576
43.0,48.42510385344905,50.0,0.43546525668563707,1.5748961465509481
44.0,48.395163315749244,50.0,0.467396036609414,1.6048366842507562
45.0,48.457679738804394,50.0,0.48736795149006307,1.5423202611956057
46.0,48.47366369709251,50.0,0.5186229049577528,1.5263363029074881
47.0,48.43441652170343,50.0,0.5566208487464518,1.565583478296567
48.0,48.62415340815054,50.0,0.5537148888469209,1.3758465918494593
49.0,48.6429377796766,50.0,0.5875253218468353,1.3570622203233995
50.0,48.69294092517852,50.0,0.6071052500942802,1.3070590748214812
51.0,48.80166108566231,50.0,0.6172641615835611,1.1983389143376897
52.0,48.921344825618995,50.0,0.626320712101868,1.078655174381005
53.0,49.01951760214647,50.0,0.6371886305776514,0.9804823978535282
54.0,49.05393858875492,50.0,0.65585534963766,0.9460614112450827
55.0,49.16957234480168,50.0,0.6568398886650345,0.8304276551983207
56.0,49.2753266807981,50.0,0.6612518924519472,0.7246733192018979
57.0,49.44769749724283,50.0,0.6517300368402027,0.552302502757172
58.0,49.57622164757195,50.0,0.649545522161632,0.4237783524280516
59.0,49.69583749729785,50.0,0.6441126022732455,0.3041625027021482
60.0,49.84628280516327,50.0,0.6306009424764625,0.1537171948367302
61.0,49.97404743950672,50.0,0.6194775639280816,0.02595256049328043
62.0,50.07384254199559,50.0,0.6094196794320119,-0.07384254199558882
63.0,50.22211550942837,50.0,0.5877261792529708,-0.22211550942837022
64.0,50.28795447621408,50.0,0.5795048930824713,-0.28795447621408243
65.0,50.33699539194685,50.0,0.5687007962229048,-0.33699539194685
66.0,50.40442575623753,50.0,0.5529497722411907,-0.4044257562375293
67.0,50.46053953538133,50.0,0.5386934328765282,-0.4605395353813293
68.0,50.49577277668223,50.0,0.5262986801049384,-0.4957727766822302
69.0,50.54099933974838,50.0,0.5104563709150931,-0.5409993397483817
70.0,50.570852748616396,50.0,0.4968226327658706,-0.5708527486163959
71.0,50.504460663774424,50.0,0.49818490266007864,-0.5044606637744238
72.0,50.52511211468559,50.0,0.48126533848759323,-0.5251121146855908
73.0,50.465922983569115,50.0,0.48185782102924063,-0.465922983569115
74.0,50.43231720865242,50.0,0.4752928865378725,-0.43231720865242096
75.0,50.44028755467512,50.0,0.46361129479512997,-0.44028755467512326
76.0,50.49200846446154,50.0,0.44641150633907156,-0.49200846446154145
77.0,50.439343435575026,50.0,0.4481104374498693,-0.43934343557502586
78.0,50.40916816943347,50.0,0.44182011253810727,-0.409168169433471
79.0,50.471291015866925,50.0,0.42156710194867303,-0.47129101586692457
80.0,50.41720472674025,50.0,0.42444209310454156,-0.4172047267402519
81.0,50.35221399145913,50.0,0.4244421091111935,-0.3522139914591307
82.0,50.19825472049267,50.0,0.44032136858225307,-0.19825472049267034
83.0,50.093605116252476,50.0,0.44644874334490964,-0.09360511625247625
84.0,50.05270680330216,50.0,0.44629687400940454,-0.05270680330215782
85.0,49.87496713602,50.0,0.4734135657338128,0.12503286398000313
86.0,49.8285873399036,50.0,0.47491180498909247,0.17141266009640077
87.0,49.760145107314735,50.0,0.4876562479253076,0.2398548926852655
88.0,49.73147184574339,50.0,0.49390568861669776,0.26852815425660737
89.0,49.720223983910806,50.0,0.4997547251348025,0.279776016089194
90.0,49.718718704419324,50.0,0.5050437498785091,0.28128129558067627
91.0,49.757358626850866,50.0,0.5040253250021862,0.2426413731491337
92.0,49.862158095456046,50.0,0.4929942389238656,0.13784190454395429
93.0,49.850245703136906,50.0,0.5030161571392574,0.14975429686309383
94.0,49.78244949866744,50.0,0.5169409782203715,0.2175505013325605
95.0,49.83266065262318,50.0,0.5093662818510731,0.16733934737681722
96.0,49.867779187006,50.0,0.5092534756513176,0.13222081299399946
97.0,49.943644400785644,50.0,0.5007567322877992,0.05635559921435629
98.0,49.93652620151937,50.0,0.5068871988363348,0.06347379848062928
99.0,49.88287432647687,50.0,0.5169215835998583,0.11712567352312675
100.0,49.9671538494872,50.0,0.502253984406441,0.03284615051280326
101.0,49.93569347508136,50.0,0.5124731472162058,0.06430652491864208
102.0,50.00903387033755,50.0,0.4997183918007347,-0.009033870337546546
103.0,50.01274081288179,50.0,0.5025745539242722,-0.012740812881787633
104.0,50.030400636232024,50.0,0.4995029148243083,-0.030400636232023714
105.0,50.0367094625774,50.0,0.4987053927884659,-0.03670946257739871
106.0,50.04859468694653,50.0,0.4962661567114345,-0.048594686946529464
107.0,50.06323178526038,50.0,0.49340021747760626,-0.06323178526037765
108.0,50.032102036170095,50.0,0.49815949403343923,-0.03210203617009455
109.0,49.979045089491024,50.0,0.5049806467909653,0.020954910508976354
110.0,49.932382237065134,50.0,0.5106795825795925,0.06761776293486577
111.0,49.98138869455308,50.0,0.5013676974440441,0.01861130544691747
112.0,50.00087464128838,50.0,0.5008776354823798,-0.0008746412883766652
113.0,49.999677106027384,50.0,0.5020380209877456,0.00032289397261564545
114.0,50.0063120671529,50.0,0.500856658712811,-0.006312067152897782
115.0,49.93422396165634,50.0,0.5133171433604431,0.06577603834365675
116.0,49.91543239776296,50.0,0.5142228247143631,0.08456760223703697
117.0,49.88684513863051,50.0,0.5198344326169515,0.11315486136948749
118.0,49.963707938146854,50.0,0.5076014909699406,0.03629206185314615
119.0,50.006035977998586,50.0,0.5049747054080261,-0.006035977998585906
120.0,50.06188008297138,50.0,0.49747688999526646,-0.0618800829713777
121.0,50.014241643206034,50.0,0.5071300283445869,-0.014241643206034382
122.0,49.958396424652435,50.0,0.513956960646311,0.041603575347565425
123.0,49.96845419784726,50.0,0.5102869497824623,0.03154580215274194
124.0,49.99128126719388,50.0,0.5075401526963331,0.008718732806123342
125.0,50.05636250068485,50.0,0.4977920711263214,-0.05636250068484827
126.0,50.118068624960216,50.0,0.48942884166036044,-0.11806862496021608
127.0,50.10132514909018,50.0,0.4929991662728308,-0.10132514909017942
128.0,50.08654003999171,50.0,0.49264895804426506,-0.08654003999171067
129.0,50.09870118123066,50.0,0.4881115077788861,-0.09870118123065907
130.0,50.10792663885659,50.0,0.4851772134198122,-0.10792663885658982
131.0,50.14235217104413,50.0,0.47762761305209495,-0.14235217104413067
132.0,50.131562042974025,50.0,0.4783361680125074,-0.13156204297402496
133.0,50.09865035227043,50.0,0.4807604081691323,-0.0986503522704325
134.0,50.11390741185804,50.0,0.47454811645865125,-0.11390741185803677
135.0,50.081779267516,50.0,0.47849460573901736,-0.08177926751599784
136.0,49.99688199072837,50.0,0.48968515022549236,0.0031180092716311947
137.0,49.94372724247814,50.0,0.4945389537740825,0.05627275752186023
138.0,49.90428068478569,50.0,0.4997125863197248,0.09571931521431054
139.0,49.82542373936011,50.0,0.5130603254617367,0.1745762606398884
140.0,49.893446215548444,50.0,0.5010451824512392,0.10655378445155606
141.0,49.84791472281819,50.0,0.5143177357138302,0.1520852771818113
142.0,49.940978807285816,50.0,0.499261972261457,0.05902119271418371
143.0,49.97013930040965,50.0,0.5001383165080706,0.029860699590351203
144.0,50.03194769058527,50.0,0.4916861288262137,-0.031947690585269584
145.0,49.98239441115139,50.0,0.5025616520270489,0.01760558884861041
146.0,50.056119008207894,50.0,0.4879029183327214,-0.05611900820789373
147.0,50.103737383032346,50.0,0.48237164430123186,-0.10373738303234603
148.0,49.99146057772232,50.0,0.5017648722845117,0.008539422277678455
149.0,50.028181054566545,50.0,0.4900793394010461,-0.028181054566545072
150.0,50.0715848835468,50.0,0.48397309122528337,-0.07158488354679804
151.0,50.01967781323372,50.0,0.4935357869565833,-0.019677813233720087
152.0,50.002982143375505,50.0,0.49338514105215164,-0.00298214337550462
153.0,50.10796829988528,50.0,0.4746430680850691,-0.1079682998852789
154.0,50.01667711023735,50.0,0.4932525121529997,-0.016677110237353077
155.0,50.010882727956826,50.0,0.48933945545354596,-0.010882727956825988
156.0,50.034310722694585,50.0,0.484849322674964,-0.03431072269458468
157.0,50.077157360352416,50.0,0.47805057955612895,-0.07715736035241605
158.0,50.029653211472,50.0,0.4867254695416426,-0.029653211472002283
159.0,49.92336731074126,50.0,0.5018258009924076,0.07663268925873723
160.0,49.88663218839186,50.0,0.5042891305404442,0.11336781160814269
161.0,49.93971341489245,50.0,0.49569592215003566,0.06028658510754781
162.0,49.88043231740527,50.0,0.509633501750037,0.11956768259472739
163.0,49.88337780502414,50.0,0.5085600676323652,0.1166221949758608
164.0,49.95107310223799,50.0,0.4995315853864708,0.04892689776200854
165.0,49.94385021604952,50.0,0.5051227788544439,0.05614978395048098
166.0,49.90420623645235,50.0,0.5126241067555481,0.0957937635476469
167.0,49.93038900554742,50.0,0.5081067123004817,0.06961099445258156
168.0,49.928965266154776,50.0,0.5110501063410358,0.07103473384522374
169.0,49.95268504821514,50.0,0.5083672510980467,0.04731495178486256
170.0,50.04663474378986,50.0,0.4945280909890593,-0.0466347437898591
171.0,49.912214274829985,50.0,0.5211443606151769,0.08778572517001493
172.0,49.98284838348288,50.0,0.504171253199591,0.017151616517118384
173.0,50.04536697214395,50.0,0.4974178308901962,-0.045366972143952466
174.0,50.03663619658753,50.0,0.5011206527249625,-0.03663619658752992
175.0,49.99788037943858,50.0,0.5065398789307126,0.002119620561423119
176.0,49.982676758779434,50.0,0.5072290959965479,0.017323241220566388
177.0,49.99387295197958,50.0,0.5049120269439766,0.006127048020417192
178.0,50.06893397698497,50.0,0.4928340033134763,-0.06893397698497239
179.0,50.01982148662064,50.0,0.5035574983859824,-0.01982148662064276
180.0,50.022144865175825,50.0,0.500310469780972,-0.022144865175825146
181.0,50.094382209454004,50.0,0.4877033928779243,-0.09438220945400388
182.0,50.1608144711508,50.0,0.4781341314142977,-0.1608144711508004
183.0,50.04933664192966,50.0,0.4971906860437148,-0.04933664192966347
184.0,50.04621881583674,50.0,0.491160092179862,-0.04621881583673826
185.0,50.088077300275216,50.0,0.4829638822039396,-0.08807730027521643
186.0,50.04690261225461,50.0,0.4902949573838619,-0.04690261225461256
187.0,50.07409108330015,50.0,0.4826761306599987,-0.07409108330014647
188.0,49.96767054774384,50.0,0.5006452235908441,0.0323294522561568
189.0,49.996773185620405,50.0,0.4910233374191364,0.0032268143795946003
190.0,49.89753028448335,50.0,0.5094142987938555,0.10246971551664785
191.0,49.96058458241776,50.0,0.49578231739848655,0.039415417582240764
192.0,50.008271990854524,50.0,0.49161648121260165,-0.008271990854524347
193.0,50.05926142525835,50.0,0.4851672079686993,-0.059261425258348766
194.0,50.03228124819365,50.0,0.4911180812847226,-0.03228124819364808
195.0,50.1114828558799,50.0,0.47565917416095194,-0.11148285587989903
196.0,50.09707091646427,50.0,0.47983962712832373,-0.09707091646426846
197.0,50.151424204156456,50.0,0.46793755292058503,-0.15142420415645574
198.0,50.14603170818764,50.0,0.46854345753676346,-0.14603170818764255
199.0,50.21814737992634,50.0,0.4530935343789909,-0.21814737992634292
200.0,50.17814067578951,50.0,0.45913751007066117,-0.17814067578950699
201.0,50.086135882520225,50.0,0.46921517620380726,-0.08613588252022453
202.0,50.06853910968992,50.0,0.46588367027109,-0.06853910968992238
203.0,50.05017670567475,50.0,0.4667546581183556,-0.050176705674751076
204.0,50.05623752958787,50.0,0.46380266373887213,-0.056237529587868096
205.0,50.039210716001485,50.0,0.46587551265245586,-0.039210716001484514
206.0,49.93336526639338,50.0,0.48223368408648465,0.06663473360661953
207.0,49.953978609713594,50.0,0.4747698379137754,0.046021390286405506
208.0,49.88312393670251,50.0,0.48876622729739855,0.11687606329748945
209.0,49.810034983244094,50.0,0.4999861370007249,0.18996501675590594
210.0,49.839447008375,50.0,0.4951309453906688,0.16055299162500347
211.0,49.867597035897795,50.0,0.49502710180083825,0.1324029641022051
212.0,50.00367941425193,50.0,0.4759486581388198,-0.0036794142519269712
213.0,50.01856605582021,50.0,0.48014845970488,-0.01856605582020876
214.0,50.024320410884876,50.0,0.4795432303058965,-0.0243204108848758
215.0,50.032839649057536,50.0,0.4778962693520802,-0.03283964905753578
216.0,50.05273651946234,50.0,0.4742829703107452,-0.05273651946234281
217.0,49.95393584644475,50.0,0.49101919785472947,0.04606415355524973
218.0,49.88514322901718,50.0,0.4986951922376415,0.11485677098281855
219.0,49.84565976999083,50.0,0.504264884820399,0.15434023000916852
220.0,49.814787144307466,50.0,0.5106258628354369,0.18521285569253365
221.0,49.83424746191157,50.0,0.509478234672421,0.1657525380884266
222.0,49.88930118855141,50.0,0.5044071677856233,0.11069881144859295
223.0,49.84846838427867,50.0,0.5163154070729524,0.151531615721332
224.0,49.87321788927577,50.0,0.5130969833242345,0.1267821107242284
225.0,49.83815782421584,50.0,0.5228303118487625,0.16184217578415883
226.0,49.752033167125596,50.0,0.5389553438167908,0.24796683287440402
227.0,49.867789784270855,50.0,0.5199298227050726,0.13221021572914538
228.0,49.83425448380321,50.0,0.5340628589564187,0.16574551619679312
229.0,49.84239411781131,50.0,0.5343172664755946,0.15760588218869032
230.0,49.85546061941855,50.0,0.5356550605465424,0.144539380581449
231.0,49.88741808396248,50.0,0.5337664042660657,0.1125819160375201
232.0,49.927227131417965,50.0,0.53084837774658,0.07277286858203524
233.0,49.897368445530596,50.0,0.5393702640918479,0.1026315544694043
234.0,49.97519533148586,50.0,0.526699390274473,0.024804668514143202
235.0,49.97471737942738,50.0,0.5311680797924596,0.025282620572617986
236.0,50.100204400163946,50.0,0.5103170410757725,-0.10020440016394616
237.0,50.13957917088656,50.0,0.5078935930864766,-0.13957917088656302
238.0,50.11194757137461,50.0,0.511768120121909,-0.11194757137460698
239.0,50.15360071390466,50.0,0.5010665544887101,-0.1536007139046589
240.0,50.16898244100183,50.0,0.49746230373060035,-0.16898244100183035
241.0,50.18660633409008,50.0,0.49185567944042,-0.18660633409007943
242.0,50.15951742824935,50.0,0.4936098614059546,-0.15951742824935167
243.0,50.1450138524887,50.0,0.4915306754282416,-0.14501385248870236
244.0,50.057063144367305,50.0,0.5028568399710726,-0.057063144367305085
245.0,49.982656260083495,50.0,0.5099672120059044,0.017343739916505285
246.0,49.99572598561041,50.0,0.5043718892504678,0.0042740143895869664
247.0,50.01879919398171,50.0,0.5011884103914855,-0.018799193981706708
248.0,50.098327339682434,50.0,0.4884463021612924,-0.09832733968243446
249.0,50.05240516103685,50.0,0.4982629330224292,-0.052405161036851666
250.0,50.09278937308493,50.0,0.48805340482123916,-0.0927893730849334
251.0,50.021529296000466,50.0,0.500331041066304,-0.021529296000466047
252.0,50.09228484865497,50.0,0.4843090073408057,-0.09228484865496966
253.0,50.05737937969316,50.0,0.49193501772393916,-0.05737937969315965
254.0,49.990709847167494,50.0,0.5003759772113486,0.009290152832505782
255.0,49.940354956270475,50.0,0.5057886350942087,0.059645043729524616
256.0,49.98892544780318,50.0,0.4962068078633879,0.011074552196816967
257.0,50.038321530657115,50.0,0.49045948939879125,-0.03832153065711452
258.0,49.96755953111595,50.0,0.5041924028503432,0.03244046888404739
259.0,49.90639895126475,50.0,0.5117004108256707,0.09360104873525188
260.0,49.9964086800956,50.0,0.495212748906571,0.0035913199044017574
261.0,49.954764600309126,50.0,0.5068645553099017,0.04523539969087409
262.0,49.909688540969725,50.0,0.5133499894020939,0.09031145903027493
263.0,49.924844495713494,50.0,0.5103259033092886,0.07515550428650641
264.0,49.89612769111396,50.0,0.5174686679141278,0.10387230888603938
265.0,49.86342644066103,50.0,0.5236694864388702,0.13657355933897009
266.0,49.891646708845116,50.0,0.5199684495117085,0.10835329115488435
267.0,49.90352894239411,50.0,0.5215265490406813,0.09647105760588914
268.0,49.93613179175523,50.0,0.5185075974788586,0.06386820824477013
269.0,49.89940732729623,50.0,0.5276582630698397,0.10059267270376893
270.0,49.952346798707254,50.0,0.5188341831610913,0.04765320129274642
271.0,49.9362411138479,50.0,0.5251721871835877,0.06375888615210101
272.0,49.95661578174176,50.0,0.5221783871217055,0.04338421825823957
273.0,50.014320133464366,50.0,0.5142550650887204,-0.014320133464366336
274.0,49.95501939768647,50.0,0.5269350050878056,0.044980602313529516
275.0,49.97416395187311,50.0,0.5216150061334528,0.025836048126890887
276.0,49.939839888492514,50.0,0.5289240455800237,0.06016011150748568
277.0,49.89375827819538,50.0,0.5362449183916569,0.1062417218046221
278.0,49.96314049384849,50.0,0.5242706956518631,0.036859506151508015
279.0,49.855196426335574,50.0,0.546827488034745,0.14480357366442576
280.0,49.844217750650046,50.0,0.5461927309989274,0.15578224934995433
281.0,49.91581156285212,50.0,0.5365884941272974,0.08418843714787982
282.0,49.89486523855695,50.0,0.5454128286105372,0.1051347614430469
283.0,49.98154300688196,50.0,0.5317329870093892,0.018456993118043385
284.0,50.043627167855796,50.0,0.5258817079224476,-0.04362716785579579
285.0,50.03456293030721,50.0,0.5296542929972832,-0.03456293030721014
286.0,50.05164680716726,50.0,0.5256055634475013,-0.05164680716725911
287.0,50.072457212025114,50.0,0.5218890523213233,-0.0724572120251139
288.0,50.00775283633452,50.0,0.5324801721911151,-0.007752836334518065
289.0,50.06608138476969,50.0,0.5191740434459159,-0.06608138476968861
290.0,50.08111965102155,50.0,0.5182123379094637,-0.08111965102155239
291.0,50.10905172936922,50.0,0.5125934048825224,-0.10905172936922014
292.0,50.095783676654996,50.0,0.5140645431739396,-0.09578367665499599
293.0,50.14234627200296,50.0,0.5035698257959744,-0.14234627200296046
294.0,50.19958504119406,50.0,0.49332043936082615,-0.19958504119406228
295.0,50.19025383100963,50.0,0.49377698272785386,-0.19025383100962756
296.0,50.23272235031472,50.0,0.4822856973165744,-0.23272235031471666
297.0,50.191119709677444,50.0,0.48682712518387095,-0.1911197096774444
298.0,50.28412558959376,50.0,0.46511359937268415,-0.28412558959376355
299.0,50.19616859633644,50.0,0.4790340704303695,-0.19616859633644168
300.0,50.173283168865225,50.0,0.4746033715108814,-0.17328316886522543
301.0,50.09564642338087,50.0,0.4831916834923564,-0.09564642338087026
302.0,50.10873896316594,50.0,0.47517118598705926,-0.10873896316594056
303.0,50.05459487679848,50.0,0.4828555283954618,-0.05459487679848252
304.0,50.090306966081,50.0,0.47298537136309105,-0.09030696608100186
305.0,50.072531831882344,50.0,0.47598660931936876,-0.07253183188234402
306.0,50.008735947727644,50.0,0.48449251627808804,-0.008735947727643634
307.0,49.92299421753322,50.0,0.4957040972488517,0.07700578246677736
308.0,49.91274554199411,50.0,0.4946994012301149,0.08725445800588716
309.0,49.927474790814294,50.0,0.4934280843138464,0.07252520918570582
310.0,49.86718464753106,50.0,0.505864375296719,0.13281535246893839
311.0,49.82364193579011,50.0,0.5129084361778984,0.17635806420989297
312.0,49.74825725143699,50.0,0.5270738582150786,0.2517427485630108
313.0,49.68379863246435,50.0,0.5392974441940313,0.31620136753564765
314.0,49.70288322047913,50.0,0.5391541606336001,0.29711677952087
315.0,49.78761339332375,50.0,0.5316465962411705,0.21238660667624742
316.0,49.85547836077731,50.0,0.5285937925498215,0.14452163922268824
317.0,49.825103077616134,50.0,0.5400412718443535,0.17489692238386567
318.0,49.767083536550466,50.0,0.5518837681151355,0.2329164634495342
319.0,49.77947582648957,50.0,0.5515344310411946,0.22052417351042664
320.0,49.79909042046307,50.0,0.5532300480328646,0.20090957953693334
321.0,49.80181566545419,50.0,0.5577656776737866,0.19818433454580742
322.0,49.82561200217307,50.0,0.5578202493720504,0.17438799782693337
323.0,49.7857053951794,50.0,0.5692819493534563,0.21429460482060136
324.0,49.84635510408982,50.0,0.5612620605854138,0.15364489591018327
325.0,49.976555699292454,50.0,0.54523334276469,0.02344430070754555
326.0,49.958991473736305,50.0,0.5551981768835182,0.041008526263695444
327.0,49.946557754675446,50.0,0.5572538683713306,0.053442245324553994
328.0,49.985888261410054,50.0,0.5510148411798955,0.014111738589946299
329.0,50.093404245542594,50.0,0.534985883985893,-0.09340424554259386
330.0,50.156923092796305,50.0,0.5276953942485372,-0.1569230927963048
331.0,50.21839029375712,50.0,0.5172834505919586,-0.2183902937571176
332.0,50.246255891707506,50.0,0.5112518531132909,-0.24625589170750573
333.0,50.286185992012264,50.0,0.5009318981248512,-0.286185992012264
334.0,50.410264224184196,50.0,0.47611138383061535,-0.4102642241841963
335.0,50.41091751317712,50.0,0.47399895182673135,-0.4109175131771181
